mal_id,aired_from,aired_to,duration,episodes,genres,popularity,premiered,rank,rating,score,scored_by,source,status,studios,synopsis,title,title_english,type
1,1998-04-03,1999-04-24,24 min ,26,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Space']",38,Spring 1998,27,R - 17+ (violence & profanity),8.79,544987,Original,Finished Airing,"[{'mal_id': 14, 'name': 'Sunrise'}]","In the year 2071, humanity has colonized several of the planets and moons of the solar system leaving the now uninhabitable surface of planet Earth behind. The Inter Solar System Police attempts to keep peace in the galaxy, aided in part by outlaw bounty hunters, referred to as ""Cowboys."" The ragtag team aboard the spaceship Bebop are two such individuals. Mellow and carefree Spike Spiegel is balanced by his boisterous, pragmatic partner Jet Black as the pair makes a living chasing bounties and collecting rewards. Thrown off course by the addition of new members that they meet in their travels—Ein, a genetically engineered, highly intelligent Welsh Corgi; femme fatale Faye Valentine, an enigmatic trickster with memory loss; and the strange computer whiz kid Edward Wong—the crew embarks on thrilling adventures that unravel each member's dark and mysterious past little by little. Well-balanced with high density action and light-hearted comedy, Cowboy Bebop is a space Western classic and an homage to the smooth and improvised music it is named after. [Written by MAL Rewrite]",Cowboy Bebop,Cowboy Bebop,TV
100,2001-04-04,2001-06-27,23 min ,13,"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo', 'Super Power']",2075,Spring 2001,2703,PG-13 - Teens 13 or older,7.21,23787,Manga,Finished Airing,"[{'mal_id': 34, 'name': 'Hal Film Maker'}]","Due to her father's remarriage, robust 16-year-old Himeno Awayuki moves into a large mansion with a beautiful garden—the quintessential dream house for any girl her age. However, much to Himeno's disappointment, her new stepfamily doesn't really seem to like her, as her stepmother often occupies herself with her father, her younger stepsister Mawata ignores her, and her other stepsister—the equally aged Mayune—tries to prank her at every opportunity. But Himeno doesn't have time to dwell into thoughts of hopelessness—her new life has now become involved with a group of seven magical boys known as the Leafe Knights, after they ask her to become a magical princess who can borrow their powers! Although Himeno accepts their request and becomes the Prétear, she feels doubtful in her abilities to protect the world and its Leafe, the source of energy for all life. Will Himeno be able to find happiness among her new family and also save the Earth from the enemy, the Princess of Disaster? [Written by MAL Rewrite]",Shin Shirayuki-hime Densetsu Prétear,Prétear: The New Legend of Snow White,TV
1000,1978-03-14,1979-02-13,25 min ,42,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Seinen']",2980,Spring 1978,1008,PG-13 - Teens 13 or older,7.71,7059,Manga,Finished Airing,"[{'mal_id': 18, 'name': 'Toei Animation'}]","It is 2977 AD and mankind has become stagnant. Robots do all the work, the masses are kept tranquil by subliminal messages, and government officials are lazy, caring only about recreational activities like golf and horse racing. Captain Herlock has defied this insipid mentality, leading a group of like-minded rebels to a more adventurous life aboard the spaceship Arcadia. A mysterious force known as the Mazone has invaded the Earth, taking the form of mysterious cloaked women that kill anyone who suspect their nefarious doings, such as Tadashi Daiba who is now on their hit-list. After his scientist father is ignored by the government and killed by the Mazone, he joins Captain Herlock and his ragtag group of pirates to assist them as they try to save humanity from the impending alien threat. [Written by MAL Rewrite]",Uchuu Kaizoku Captain Herlock,Space Pirate Captain Harlock,TV
10015,2011-04-11,2012-09-24,24 min ,73,"['Action', 'Fantasy', 'Game', 'Shounen']",2167,Spring 2011,6482,PG-13 - Teens 13 or older,6.35,23161,Manga,Finished Airing,"[{'mal_id': 36, 'name': 'Gallop'}]","Yu☆Gi☆Oh! Zexal follows the adventures of Yuuma Tsukumo in his hometown, the futuristic city of Heartland. Yuuma is an amateur duelist who wants to become the world's greatest Duel Monsters champion, having learned the basics of dueling from his father who disappeared long ago under mysterious circumstances. Always pushing himself to the limit in order to prove himself, Yuuma soon finds himself outmatched when dueling a bully to recover his friend's stolen cards. Just as hope seems lost, a mysterious spirit named Astral appears and helps Yuuma to win the duel. Astral explains that his memories have been lost and split into 99 cards called Numbers that have been scattered all over the world. These Numbers are extremely dangerous; each card has a will of its own and can possess any duelist who uses it by bringing out the deepest, and often darkest, desires of that person's heart. Seeing that Astral is a skilled duelist and wanting to better himself, Yuuma reluctantly agrees to assist Astral in recovering the Numbers. But Yuuma and Astral are not the only Number Hunters out there and many of the other parties seeking these powerful cards have much more malicious desires than recovering lost memories.",Yu☆Gi☆Oh! Zexal,Yu-Gi-Oh! Zexal,TV
10030,2011-10-01,2012-03-24,24 min ,25,"['Comedy', 'Drama', 'Romance', 'Shounen']",450,Fall 2011,135,PG-13 - Teens 13 or older,8.41,162355,Manga,Finished Airing,"[{'mal_id': 7, 'name': 'J.C.Staff'}]","With the serialization of their new manga, ""Detective Trap,"" the writer-artist team, Akito Takagi and Moritaka Mashiro, better known by their pseudonym Muto Ashirogi, are one step closer to becoming world-renowned mangaka. For Mashiro, however, serialization is just the first step. Having promised to marry his childhood sweetheart and aspiring voice actress, Azuki Miho, once his manga gets an anime adaptation, Mashiro must continue his to popularize Ashirogi's work. A tremendously competitive cast of ambitious mangaka—including the wild genius, Eiji Niizuma; the elegant student, Yuriko Aoki, and her older admirer and partner, Takurou Nakai; the lazy prodigy, Kazuya Hiramaru; and the abrasive artist, Shinta Fukuda—both support and compete against Muto Ashirogi in creating the next big hit. As they adjust to their young and seemingly untested new editor, the dynamic duo struggle to maintain their current serialization, secure the top stop in Shounen Jack, and ultimately, achieve an anime adaptation of their manga. With new rivals and friends, Bakuman. 2nd Season continues Takagi and Mashiro's inspiring story of hard work and young love. [Written by MAL Rewrite]",Bakuman. 2nd Season,Bakuman.,TV
10033,2011-04-03,2014-03-30,23 min ,147,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",1334,Spring 2011,1313,PG-13 - Teens 13 or older,7.59,30814,Manga,Finished Airing,"[{'mal_id': 18, 'name': 'Toei Animation'}]","Hamburgers that grow out of the ground like four-leaf clovers, mountain ranges carved out of ice cream, and warm servings of mac and cheese that stew deep within the stomachs of volcanoes fill the landscape. This world of delectable natural wonders has reached a prime age of exploration—the Gourmet Age! Citizens and chefs alike aspire to taste and prepare the finest dishes, while adventurers called ""Gourmet Hunters"" seek out delicious rare ingredients. Possessing a unique set of skills, the wild and passionate Gourmet Hunter Toriko is infamous for discovering 2% of all known ingredients. Together with his friend Komatsu—a highly skilled chef working at a five-star hotel—Toriko strives to complete his Full Course Menu of Life. But it isn’t going to be easy; in order to obtain the most delicious ingredients, Toriko must battle against obstacles like deadly monsters, evil organizations, and food itself! [Written by MAL Rewrite]",Toriko,Toriko,TV
10049,2011-07-03,2011-12-18,23 min ,24,"['Action', 'Demons', 'Shounen', 'Supernatural']",1035,Summer 2011,494,PG-13 - Teens 13 or older,8.02,66031,Manga,Finished Airing,"[{'mal_id': 37, 'name': 'Studio Deen'}]","Long before Rikuo Nura was born, the legendary youkai Nurarihyon, leader of a ""Night Parade of One Hundred Demons,"" fell in love with a human woman. Though the two would initially find happiness, a threat from the terrifying fox-demon Hagoromo Gitsune would get in the way of their relationship. In the present, Rikuo has taken his rightful place as the heir to the Nura Clan. While he has accepted his youkai side, he must continue to maintain the secret of youkai, a difficult task when faced with the Keikain onmyouji clan and his youkai-obsessed friend, Kiyotsugu. Even so, Rikuo will do what he must to protect those important to him. The reappearance of the sinister Hagoromo Gitsune marks the start of Rikuo's most fearsome trial yet. The frightening creature bears a personal vendetta against his family and will stop at nothing to see her dream come to fruition. The world stands at a precipice, an all-out war that will drag Rikuo centerstage. [Written by MAL Rewrite]",Nurarihyon no Mago: Sennen Makyou,Nura: Rise of the Yokai Clan - Demon Capital,TV
1005,2001-04-03,2001-09-25,22 min ,26,"['Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']",4486,Spring 2001,5178,PG-13 - Teens 13 or older,6.62,5011,Game,Finished Airing,"[{'mal_id': 37, 'name': 'Studio Deen'}]","Claude C. Kenni, a crewmember on the spaceship Calnus and son of the commander of the ship, is transported to Expel, a backwards planet with swords and magic. He teams up with Rena Lanford, who thinks he is the legendary Warrior of Light, and other characters to investigate the Sorcery Globe, a meteorite that has been causing problems all over the world. (Source: ANN)",Star Ocean EX,Star Ocean EX,TV
10080,2011-04-12,2011-06-28,23 min ,12,"['Comedy', 'Harem', 'Romance', 'Shounen', 'Supernatural']",384,Spring 2011,562,PG-13 - Teens 13 or older,7.97,191803,Manga,Finished Airing,"[{'mal_id': 32, 'name': 'Manglobe'}]","Keima Katsuragi, the ""God of Conquest,"" returns to his quest of expelling runaway spirits that have possessed the hearts of women. Still stuck in his contract with the demon Elsie, he must continue to utilize the knowledge he has gained from mastering multitudes of dating simulators and chase out the phantoms that reside within by capturing the hearts of that which he hates most: three-dimensional girls. However, the God of Conquest has his work cut out for him. From exorcising karate practitioners and student teachers to the arrival of Elsie's best friend from Hell, he is up against a wide array of girls that will test his wit and may even take him by surprise. Though he would much rather stick to the world of 2D, he is trapped in lousy reality, and so Keima must trudge forward in his conquest of love. [Written by MAL Rewrite]",Kami nomi zo Shiru Sekai II,The World God Only Knows II,TV
10087,2011-10-02,2011-12-25,28 min ,13,"['Action', 'Supernatural', 'Magic', 'Fantasy']",56,Fall 2011,172,R - 17+ (violence & profanity),8.36,550973,Light novel,Finished Airing,"[{'mal_id': 43, 'name': 'ufotable'}]","With the promise of granting any wish, the omnipotent Holy Grail triggered three wars in the past, each too cruel and fierce to leave a victor. In spite of that, the wealthy Einzbern family is confident that the Fourth Holy Grail War will be different; namely, with a vessel of the Holy Grail now in their grasp. Solely for this reason, the much hated ""Magus Killer"" Kiritsugu Emiya is hired by the Einzberns, with marriage to their only daughter Irisviel as binding contract. Kiritsugu now stands at the center of a cutthroat game of survival, facing off against six other participants, each armed with an ancient familiar, and fueled by unique desires and ideals. Accompanied by his own familiar, Saber, the notorious mercenary soon finds his greatest opponent in Kirei Kotomine, a priest who seeks salvation from the emptiness within himself in pursuit of Kiritsugu. Based on the light novel written by Gen Urobuchi, Fate/Zero depicts the events of the Fourth Holy Grail War—10 years prior to Fate/stay night. Witness a battle royale in which no one is guaranteed to survive. [Written by MAL Rewrite]",Fate/Zero,Fate/Zero,TV
101,2005-01-07,2005-03-25,24 min ,12,"['Slice of Life', 'Supernatural', 'Drama', 'Romance']",502,Winter 2005,2163,PG-13 - Teens 13 or older,7.33,130772,Visual novel,Finished Airing,"[{'mal_id': 2, 'name': 'Kyoto Animation'}]","Yukito Kunisaki is on a journey in search of the Winged Maiden who was bound to the sky centuries ago, after hearing an old childhood tale from his mother. As Yukito shows his puppet show to people in an attempt to make some money, he finds himself in a small town in which he did not expect to stay very long. However, when he meets an unusual girl named Misuzu, things take a drastic turn as he is invited to stay with her. By staying in the quaint town, Yukito soon becomes friends with the locals. As he gets to know them better, he learns of their problems and decides to help, putting his search for the Winged Maiden on hold. With his search on hold, and his growing attachment to Misuzu and the small town, will Yukito ever find the Winged Maiden, or is she closer than he thought? [Written by MAL Rewrite]",Air,Air,TV
10156,2011-07-03,2011-09-16,24 min ,12,"['Action', 'Sci-Fi', 'Super Power', 'School']",1733,Summer 2011,5073,PG-13 - Teens 13 or older,6.65,28181,Original,Finished Airing,"[{'mal_id': 14, 'name': 'Sunrise'}]","Alma Tandoji lives a lonely life. One day, Ruri Alba, a girl accompanied by her butler and maids, visits him. Knowing the power of Sacred Seven is latent within Alma, she asks him to lend her his powers. However, he refuses and drives her away since he injured many with his unusual strength in the past. Meanwhile, a fiendish Dark Stone creature suddenly appears in this peaceful town in the Kanto region. Only Alma's power of Sacred Seven can fight against it. But Alma just lets his power run amuck and things begin to get worse. Ruri raised her gemstone in order to release his true abilities, My Soul I give to you. With Ruri's wishes engraved in it, will Alma be able to defeat the Dark Stone?",Sacred Seven,Sacred Seven,TV
10161,2011-07-08,2011-09-16,23 min ,11,"['Action', 'Sci-Fi', 'Mystery', 'Drama']",403,Summer 2011,1308,R - 17+ (violence & profanity),7.59,145051,Novel,Finished Airing,"[{'mal_id': 4, 'name': 'Bones'}]","Many years ago, after the end of a bloody world war, mankind took shelter in six city-states that were peaceful and perfect... at least on the surface. However, Shion—an elite resident of the city-state No. 6—gained a new perspective on the world he lives in, thanks to a chance encounter with a mysterious boy, Nezumi. Nezumi turned out to be just one of many who lived in the desolate wasteland beyond the walls of the supposed utopia. But despite knowing that the other boy was a fugitive, Shion decided to take him in for the night and protect him, which resulted in drastic consequences: because of his actions, Shion and his mother lost their status as elites and were relocated elsewhere, and the darker side of the city began to make itself known. Now, a long time after their life-altering first meeting, Shion and Nezumi are finally brought together once again—the former elite and the boy on the run are about to embark on an adventure that will, in time, reveal the shattering secrets of No. 6. [Written by MAL Rewrite]",No.6,No. 6,TV
10162,2011-07-08,2011-09-16,22 min ,11,"['Josei', 'Slice of Life']",311,Summer 2011,115,PG-13 - Teens 13 or older,8.45,184804,Manga,Finished Airing,"[{'mal_id': 10, 'name': 'Production I.G'}]","Daikichi Kawachi is a 30-year-old bachelor working a respectable job but otherwise wandering aimlessly through life. When his grandfather suddenly passes away, he returns to the family home to pay his respects. Upon arriving at the house, he meets a mysterious young girl named Rin who, to Daikichi’s astonishment, is his grandfather's illegitimate daughter! The shy and unapproachable girl is deemed an embarrassment to the family, and finds herself ostracized by her father's relatives, all of them refusing to take care of her in the wake of his death. Daikichi, angered by their coldness towards Rin, announces that he will take her in—despite the fact that he is a young, single man with no prior childcare experience. Usagi Drop is the story of Daikichi's journey through fatherhood as he raises Rin with his gentle and affectionate nature, as well as an exploration of the warmth and interdependence that are at the heart of a happy, close-knit family. [Written by MAL Rewrite]",Usagi Drop,Bunny Drop,TV
10163,2011-04-15,2011-06-24,22 min ,11,"['Action', 'Mystery', 'Super Power', 'Thriller']",532,Spring 2011,2434,PG-13 - Teens 13 or older,7.27,120330,Original,Finished Airing,"[{'mal_id': 103, 'name': 'Tatsunoko Production'}]","Money is power, and without it, life is meaningless. In a country whose economy is in shambles, second-year Economics university student Kimimaro Yoga understands this fact all too well, as he is surrounded by the relatively luxurious lives of his peers and struggling to make ends meet. However, his world is turned on its head when a stranger in a top hat arrives one late night at his door. Going by the name Masakaki, the visitor petitions Yoga to come to the Eastern Financial District, a place where money flows in abundance if one offers their ""future"" as collateral. Although reluctant, greed triumphs reason and Yoga accepts the offer; thus, taking on the mantle of an ""Entre."" But unbeknownst to him, the land of wealth he has entered is an alternate realm built in the likeness of his own, where Entres are forced to participate in weekly duels called ""Deals,"" with their collateral at stake. Pitted against his countrymen and fate, Yoga must quickly adapt in this new world if he hopes to protect his fortune and future—and discover just how much money is truly worth. [Written by MAL Rewrite]",C: The Money of Soul and Possibility Control,[C] CONTROL - The Money and Soul of Possibility,TV
10165,2011-04-03,2011-09-25,23 min ,26,"['Slice of Life', 'Comedy', 'School', 'Shounen']",144,Spring 2011,99,PG-13 - Teens 13 or older,8.49,226976,Manga,Finished Airing,"[{'mal_id': 2, 'name': 'Kyoto Animation'}]","Nichijou primarily focuses on the daily antics of a trio of childhood friends—high school girls Mio Naganohara, Yuuko Aioi and Mai Minakami—whose stories soon intertwine with the young genius Hakase Shinonome, her robot caretaker Nano, and their talking cat Sakamoto. With every passing day, the lives of these six, as well as of the many people around them, experience both the calms of normal life and the insanity of the absurd. Walking to school, being bitten by a talking crow, spending time with friends, and watching the principal suplex a deer: they are all in a day's work in the extraordinary everyday lives of those in Nichijou. [Written by MAL Rewrite]",Nichijou,Nichijou - My Ordinary Life,TV
1017,1998-10-03,1999-03-27,25 min ,24,"['Action', 'Adventure', 'Comedy', 'Demons', 'Fantasy', 'Magic']",2648,Fall 1998,2825,PG-13 - Teens 13 or older,7.18,11416,Light novel,Finished Airing,"[{'mal_id': 7, 'name': 'J.C.Staff'}]","Six years ago at the magic school known as the Tower of Fang, a grave accident happened involving the magical sword Baltanders and the magic user Azali. Unable to control the sword's power, Azali was transformed into the shape of a great dragon who since that day became known as Bloody August. Krilancelo, a young magician at the Tower who cared greatly for Azali found much to his disgust that the elders of the Tower of Fang were less than willing to save Azali and wanted rather to pretend the accident never happened. Angered by their stand, Krilanceloa swore that he would find a way to return Azali to her former self. Thus he forsook the name Krilancelo and declared himself Orphen, leaving the Tower and his magical studies behind to wander the world... (Source: ANN)",Majutsushi Orphen,Orphen,TV
10177,2011-01-12,2011-04-06,3 min ,12,"['Parody', 'Seinen']",6837,Winter 2011,7260,PG-13 - Teens 13 or older,6.17,1301,Manga,Finished Airing,[],"Super-deformed version of Hokuto no Ken, Buronson & Hara Tetsuo's post-apocalyptic fighting manga. Note: The ""DD"" stands for ""Design Deformation,"" since the characters are only ""two-heads-tall."" (Source: AniDB)",DD Hokuto no Ken,DD Fist of the North Star,TV
1018,1999-10-02,2000-03-26,24 min ,23,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",4069,Fall 1999,4239,PG-13 - Teens 13 or older,6.83,5479,Light novel,Finished Airing,"[{'mal_id': 7, 'name': 'J.C.Staff'}]",Orphen and his gang has set out on an all new adventure with many monsters to battle and no peace and quiet. But a new friend has joined the group. Her name Lycorus who was sent to find Orphen. Many mysterious shadows are overhanging over head. (Source: ANN),Majutsushi Orphen: Revenge,Orphen 2: Revenge,TV
1019,2002-01-07,2002-04-08,24 min ,13,"['Action', 'Historical', 'Supernatural', 'Drama', 'Romance', 'School', 'Shounen Ai']",3609,Winter 2002,5336,PG-13 - Teens 13 or older,6.59,6395,Light novel,Finished Airing,"[{'mal_id': 11, 'name': 'Madhouse'}]","Takaya Ougi is just a typical high school guy who wants nothing more than to protect his best friend and live a normal life. Enter Nobutsuna Naoe, an older man who informs Takaya that he is in fact the reincarnation of Lord Kagetora. Naoe, himself a possessor, awakens Takaya's abilities to exorcise evil spirits and fight the Fuedal Underworld. While most possessors remember their former lives before being reincarnated, Takaya does not. Naoe is thankful for this, considering his passionate and abusive past with his Lord Kagetora. As Takaya improves his abilities, he also begins to remember what Naoe did because of his love for him. Meanwhile the dark forces of the Hojo and Fuma clans begin their attack as the Fuedal Underworld descends upon the living world. (Source: ANN)",Honoo no Mirage,Mirage of Blaze,TV
10216,2011-04-08,2011-07-01,12 min ,13,"['Comedy', 'Supernatural', 'Demons']",1824,Spring 2011,1429,R - 17+ (violence & profanity),7.55,27658,Manga,Finished Airing,"[{'mal_id': 10, 'name': 'Production I.G'}]","Akutabe is a detective who summons devils to solve the troubles of his clients. One day, a low class devil Azazel Atsushi is summoned by Akutabe and is used harshly by him and his assistant Rinko.","Yondemasu yo, Azazel-san. (TV)","You're Being Summoned, Azazel",TV
10217,2011-07-05,2011-09-20,24 min ,12,['Magic'],5426,Summer 2011,7787,PG-13 - Teens 13 or older,6.05,1804,Game,Finished Airing,"[{'mal_id': 7, 'name': 'J.C.Staff'}]","Haruka Minazuki and Aoi Kannazuki are two students at St. Cherine academy. Haruka is always filled with bubbly energy while Aoi is more mature and a top student in all her classes - but despite their differences the two are the best of friends. The two girls look like any other girls, attending the academy, but the truth is they are hiding a little secret, that they can't let anybody know about... During the day they really are just students at St. Cherine academy, but they can also become the Twin Angel duo, and fight against the evils of the town! The lovely Angels are back, and it's time for them to get ready for some action! (Source: NicoNico)",Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,Twin Angel: Twinkle Paradise,TV
1025,1999-07-08,1999-10-07,25 min ,13,"['Sci-Fi', 'Adventure', 'Music', 'Slice of Life', 'Space', 'Comedy']",3152,Summer 1999,3515,R - 17+ (violence & profanity),7.02,6353,Original,Finished Airing,"[{'mal_id': 48, 'name': 'AIC'}, {'mal_id': 77, 'name': 'APPP'}]","Oji Tanaka has a wife, a child and a mundane job as a salary man in Tokyo's modern society. But life wasn't dull for him to begin with; 15 years ago, he was known as ""Gabriel"", leader of a short-lived heavy metal band called Black Heaven. Oji's life gets a sudden change in direction when he is invited by a mysterious blonde woman named Layla to pick up his Gibson Flying V and once again display his ""legendary"" guitar skills, not knowing that his music generates power for a massive weapon in an intergalactic war. (Source: ANN)",Kachou Ouji,Legend of Black Heaven,TV
10271,2011-04-06,2011-09-28,24 min ,26,"['Game', 'Psychological', 'Thriller', 'Seinen']",1037,Spring 2011,249,R - 17+ (violence & profanity),8.25,69720,Manga,Finished Airing,"[{'mal_id': 11, 'name': 'Madhouse'}]","Owing to an increasing debt, Kaiji Itou ends up resuming his old lifestyle. One day, while walking on the street, he stumbles upon Yuuji Endou, who is hunting Kaiji due to the money he owes to the Teiai Group. Unaware of this, Kaiji eagerly follows Endou, hoping for a chance to participate in another gamble, but soon finds out the loan shark's real intentions when he is kidnapped. Given that Kaiji is unable to pay off his huge debt, the Teiai Group instead sends him to work in an underground labor camp. He is told that he will have to live in this hell for 15 years, alongside other debtors, until he can earn his freedom. His only hope to put an early end to this nightmare is by saving enough money to be able to go back to the surface for a single day. Once he is there, he plans to obtain the remaining money needed to settle his account by making a high-stakes wager. However, as many temptations threaten his scarce income, Kaiji may have to resort to gambling sooner than he had expected. [Written by MAL Rewrite]",Gyakkyou Burai Kaiji: Hakairoku-hen,Kaiji: Against All Rules,TV
10278,2011-07-08,2011-12-23,24 min ,25,"['Music', 'Comedy', 'Drama']",1060,Summer 2011,1157,PG-13 - Teens 13 or older,7.64,42310,Game,Finished Airing,"[{'mal_id': 56, 'name': 'A-1 Pictures'}]","765 Production Studio manages the unique talents of 13 professional idols as they slowly make their way to the top and become country-wide celebrities. But the girls' journey is far from just fun and games: hard work, sweat, and tears are some of the prerequisites needed to flourish in this industry—and for 765 Pro in particular, a watchful eye out for their rival, the infamous 961 Production. As the girls' fame grows, however, their time together as a family diminishes, and now the very popularity they sought is threatening to tear them apart. A difficult balance of work and bonding must be achieved, or they risk everyone going their separate ways. The personal and professional ordeals of these idols can't be conquered alone, but with each other's loving support, any obstacle or hardship can be overcome! [Written by MAL Rewrite]",The iDOLM@STER,THE IDOLM@STER,TV
103,1994-01-07,1995-06-30,24 min ,74,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",4433,Winter 1994,1895,G - All Ages,7.4,3644,Manga,Finished Airing,"[{'mal_id': 36, 'name': 'Gallop'}]","Akazukin Chacha is the story of a young magical girl (Mahō Shōjo) named Chacha. Living with her guardian in a cottage on Mochi-mochi mountain is Seravi, who is her teacher and also the fictional world's greatest magician. Chacha is clumsy in casting her spells because, throughout the anime, when she summons something, it often turns out to be something that she didn't mean to cast, for example, spiders (kumo) instead of a cloud (also kumo). At times in the anime when she and her friends are in trouble, however, her spells do work. Living on the same mountain is a boy gifted with enormous strength named Riiya. It is described that Riiya came from a family of werewolves who can instantly change into a wolf whenever they want. Quite far from Mochi-mochi mountain lies Urizuri mountain. Dorothy, also a well known magician in her land, lives in a castle on Urizuri mountain. Living with her is Shiine, her student. Shiine is adept when it comes to casting spells. He is a young wizard and most of his knowledge about magic was taught to him by Dorothy. The first 2 seasons were originally created by the anime team. Most of the stories in season 3 are based on the manga. (Source: Wikipedia)",Akazukin Chacha,Red Riding Hood Chacha,TV
10308,2011-04-05,2011-06-28,23 min ,13,"['Action', 'Comedy', 'Historical', 'Samurai', 'Sci-Fi', 'Super Power']",2447,Spring 2011,5265,R+ - Mild Nudity,6.61,14631,Game,Finished Airing,"[{'mal_id': 73, 'name': 'TMS Entertainment'}]","Yoshino Hide is an average girl who always seems to find trouble wherever she goes. One day Yoshino visits a local shrine to pray in order to pass her upcoming test. However, Yoshino sees a blue light coming from inside the Shrine and looks inside to find a mysterious person performing a magic spell. In a stroke of bad luck, Yoshino trips on a small bell and crashes into the shrine, prompting the stranger to catch her. Upon Yoshino's capture, the magic spell spirals out of control and sends Yoshino back in time to the Sengoku Era. Yoshino then encounters Akechi Mitsuhide and Oda Nobunaga. But unlike what really happened during the era, Hideyoshino realizes that everyone in the world is female. She then decides to help Oda Nobunaga find the Crimson Armor which is said to allow the person wearing the armor to conquer all of Japan.",Sengoku Otome: Momoiro Paradox,Battle Girls: Time Paradox,TV
10321,2011-07-03,2011-09-24,25 min ,13,"['Harem', 'Music', 'Comedy', 'Romance', 'School', 'Shoujo']",830,Summer 2011,3045,PG-13 - Teens 13 or older,7.13,77249,Visual novel,Finished Airing,"[{'mal_id': 56, 'name': 'A-1 Pictures'}]","Haruka Nanami, an aspiring composer from the countryside, longs to write music for her beloved idol, Hayato Ichinose. Determined to accomplish this goal, she enrolls into Saotome Academy, a highly regarded vocational school for the performing arts. Upon her arrival, Haruka soon learns that everyone on staff, including the headmaster, is either an idol, a composer, or a poet. To top it all off, she is surrounded by incredibly talented future idols and composers, and the competition among the students is fierce; with the possibility of recruitment by the Shining Agency upon graduation, the stakes are incredibly high. As she strives to reach her dream at the academy, one fateful night, a series of events lead Haruka to a mysterious man standing in the moonlight, and he seems a bit familiar... [Written by MAL Rewrite]",Uta no☆Prince-sama♪ Maji Love 1000%,Uta no Prince Sama,TV
10330,2011-02-13,2012-01-26,24 min ,46,"['Action', 'Adventure', 'Fantasy', 'Game', 'Shounen']",2952,Winter 2011,7399,G - All Ages,6.14,15195,Unknown,Finished Airing,"[{'mal_id': 73, 'name': 'TMS Entertainment'}]","After returning from the feuding realms of Gundalia and Neathia, Danma Kuusou and his companions continue their lives on Earth. Now, a year later, the virtual reality world of Bakugan Interspace has finally recovered from the alien invasion and has once again become a place for brawlers to gather and challenge themselves. It turns out, however, that whenever Danma's Bakugan, Pyrus Dragonoid, unleashes his might in battle, the Interspace experiences new disruptions. Unable to harness the incredible powers granted to him by Code Eve—the Bakugan Mother spirit—he struggles to maintain control over the Mechtogan contained within him. When it goes out of control, the mysterious mechanical entity wreaks havoc on the battlefield, attacking friends and foes alike. To make matters worse, Bakugan Interspace is at risk of being infiltrated again. An unknown mastermind is sending mutated Chaos Bakugan into the system in order to brainwash brawlers and take control of the virtual realm. In anticipation of the inevitable confrontation, Danma must find a way to keep the Mechtogan's destructive force at bay and rally the Battle Brawlers once again. [Written by MAL Rewrite]",Bakugan Battle Brawlers: Mechtanium Surge,Bakugan: Mechtanium Surge,TV
10336,2011-10-15,2012-03-24,24 min ,21,"['Action', 'Adventure', 'Sci-Fi']",2450,Fall 2011,3178,PG-13 - Teens 13 or older,7.1,13669,Original,Finished Airing,"[{'mal_id': 3, 'name': 'Gonzo'}]","""I've made up my mind! I'm going to steal that ship!"" All source of life originates from the Grand Lake. At this very sacred lake, the battle between the Ades Federation and the Turan Kingdom has just begun. The Ades Federation, armed with massive battleships and its sights set on conquering the world, declares war on the Turan Kingdom. With the Federation's troops encroaching on their beloved country, Turan now lies on the brink of collapse. As this is happening, the princesses of Turan look on as a small vanship named Vespa cruises above their heads. ""We shall now commandeer your flagship and take her from this battlefield. The choice is yours. Die here, or survive with us Sky Pirates!"" The Vespa continues to weave through the barrage of bombs, while the fleets of the Federation close in on Turan. What are the motives of Luscinia, the man leading the Ades Federation into the war? And what is the secret behind ""Exile""? (Source: Animax, edited)",Last Exile: Ginyoku no Fam,"Last Exile: Fam, the Silver Wing",TV
10357,2012-07-02,2012-09-17,23 min ,12,"['Comedy', 'Fantasy', 'Seinen']",873,Summer 2012,836,PG-13 - Teens 13 or older,7.79,49395,Light novel,Finished Airing,"[{'mal_id': 88, 'name': 'AIC A.S.T.A.'}]","Because of the constantly declining birth rates over many decades, human civilization is all but extinct. With only a few humans remaining, they survive in this post-apocalyptic world with what was left behind by the previous generations. Earth is now dominated by fairies, tiny creatures with extremely advanced technology, an obsession with candy, and a complete disregard for human safety. A young girl who has just finished her studies returns to her hometown and is designated as an official United Nations arbitrator. Her duty is to serve as a link between mankind and fairies, reassuring each side that both races can live together peacefully. She imagines this task will be easy enough, but controlling the disasters created by the oblivious fairies in their pursuit of candy will require a lot more effort than she initially believes. [Written by MAL Rewrite]",Jinrui wa Suitai Shimashita,Humanity Has Declined,TV
