mal_id,aired_from,aired_to,duration,episodes,genres,popularity,premiered,rank,rating,score,scored_by,source,status,studios,synopsis,title,title_english,type
22535,2014-10-09,2015-03-26,23 min ,24,"['Action', 'Sci-Fi', 'Horror', 'Psychological', 'Drama', 'Seinen']",43,Fall 2014,128,R - 17+ (violence & profanity),8.43,658038,Manga,Finished Airing,"[{'mal_id': 11, 'name': 'Madhouse'}]","All of a sudden, they arrived: parasitic aliens that descended upon Earth and quickly infiltrated humanity by burrowing into the brains of vulnerable targets. These insatiable beings acquire full control of their host and are able to morph into a variety of forms in order to feed on unsuspecting prey. Sixteen-year-old high school student Shinichi Izumi falls victim to one of these parasites, but it fails to take over his brain, ending up in his right hand instead. Unable to relocate, the parasite, now named Migi, has no choice but to rely on Shinichi in order to stay alive. Thus, the pair is forced into an uneasy coexistence and must defend themselves from hostile parasites that hope to eradicate this new threat to their species. [Written by MAL Rewrite]",Kiseijuu: Sei no Kakuritsu,Parasyte -the maxim-,TV
22537,2014-07-07,2014-09-29,4 min ,13,"['Dementia', 'Horror', 'Supernatural']",2622,Summer 2014,5724,PG-13 - Teens 13 or older,6.51,19852,Original,Finished Airing,"[{'mal_id': 1169, 'name': 'ILCA'}]","For the second time, the masked storyteller returns to tell children tales and legends of horror and woe, such as the tale of a ventriloquist's dummy, a locker that grants wishes, a capsule toy machine that returns lost possessions, and a strange food called Ominie-san. Building on the foundation that was laid by the first, Yami Shibai 2 is a collection of Japanese scary stories of the unknown and the occult that are truly terrifying, narrated in a style of art that mimics kamishibai storytelling. [Written by MAL Rewrite]",Yami Shibai 2,Yamishibai: Japanese Ghost Stories 2,TV
22547,2014-04-04,2014-06-27,24 min ,13,"['Action', 'Adventure', 'Fantasy', 'Martial Arts']",1215,Spring 2014,7520,R - 17+ (violence & profanity),6.11,45407,Game,Finished Airing,"[{'mal_id': 3, 'name': 'Gonzo'}]","Alka is an assassin for the Clan of the Sword. She's on a journey to find the woman Jin Valel, who killed her master Hon without feeling—not unlike how Alka has learned to kill in her work as an assassin. On her journey, Alka encounters three strange women, each a great warrior in her own right and grapples with her slain master's wish that she leaves the life of an assassin behind. (Source: ANN)",Blade & Soul,Blade & Soul,TV
2255,1985-04-05,1985-12-27,25 min ,38,"['Action', 'Sci-Fi', 'Mecha']",7081,Spring 1985,5102,PG-13 - Teens 13 or older,6.64,780,Original,Finished Airing,"[{'mal_id': 196, 'name': 'Production Reed'}]","Emperor Muge Zarbados and his Empire of Death decide that their next conquest will be the faraway planet of Earth. Muge becomes even more fearsome because of Shapiro Keats, a power-hungry Earthling-turned-traitor. It's up to Shinobu, Sara (Shapiro's old girldfriend), Masato, and Ryo of the Jyusenkitai/Cyber Beast Force to pilot the four Jyusenki/Beast Mecha (Eagle Fighter, Land Cougar, Land Liger, and Big Moth [a mammoth mecha]), which can combine into the giant mech Dancougar. (Source: ANN)",Choujuu Kishin Dancougar,Super Bestial Machine God Dancougar,TV
226,2004-07-25,2004-10-17,25 min ,13,"['Action', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Seinen']",37,Summer 2004,1294,R+ - Mild Nudity,7.59,653914,Manga,Finished Airing,"[{'mal_id': 38, 'name': 'Arms'}]","Lucy is a special breed of human referred to as ""Diclonius,"" born with a short pair of horns and invisible telekinetic hands that lands her as a victim of inhumane scientific experimentation by the government. However, once circumstances present her an opportunity to escape, Lucy, corrupted by the confinement and torture, unleashes a torrent of bloodshed as she escapes her captors. During her breakout, she receives a crippling head injury that leaves her with a split personality: someone with the mentality of a harmless child possessing limited speech capacity. In this state of instability, she stumbles upon two college students, Kouta and his cousin Yuka, who unknowingly take an injured fugitive into their care, unaware of her murderous tendencies. This act of kindness will change their lives, as they soon find themselves dragged into the shadowy world of government secrecy and conspiracy. [Written by MAL Rewrite]",Elfen Lied,Elfen Lied,TV
22663,2015-01-12,2015-03-30,24 min ,12,"['Action', 'Fantasy', 'Harem', 'Romance', 'School', 'Supernatural']",588,Winter 2015,3709,R - 17+ (violence & profanity),6.96,111683,Light novel,Finished Airing,"[{'mal_id': 51, 'name': 'Diomedea'}]","Seiken Tsukai no World Break takes place at Akane Private Academy where students who possess memories of their previous lives are being trained to use Ancestral Arts so that they can serve as defenders against monsters, called Metaphysicals, who randomly attack. Known as saviors, the students are broken up into two categories: the kurogane who are able to use their prana to summon offensive weapons and the kuroma who are able to use magic. The story begins six months prior to the major climax of the series during the opening ceremonies on the first day of the school year. After the ceremony is over, the main character, Moroha Haimura, meets a girl named Satsuki Ranjou who reveals that she was Moroha's little sister in a past life where Moroha was a heroic prince capable of slaying entire armies with his sword skills. Soon afterwards he meets another girl, Shizuno Urushibara, who eventually reveals that she also knew Moroha in an entirely different past life where he was a dark lord capable of using destructive magic but saved her from a life of slavery. Can those whose minds live in both the present and the past truly reach a bright future? Delve into the complex world of Seiken Tsukai no World Break to find out!",Seiken Tsukai no World Break,World Break: Aria of Curse for a Holy Swordsman,TV
22687,2014-09-27,2014-12-20,24 min ,13,"['Action', 'Sci-Fi', 'Space', 'Horror', 'Drama', 'Seinen']",753,Fall 2014,3344,R - 17+ (violence & profanity),7.06,87407,Manga,Finished Airing,"[{'mal_id': 839, 'name': 'LIDENFILMS'}]","During the 21st century, humanity attempted to colonize Mars by sending two species which could endure the harsh environment of the planet to terraform it—algae and cockroaches. However, they did not anticipate the species' remarkable ability to adapt. Now in the 26th century, a lethal disease known as the Alien Engine Virus has arrived on Earth, and the cure is suspected to be found only on Mars. The problem is, Mars in the present is overrun by creatures known as ""Terraformars,"" incredibly powerful and intelligent humanoid cockroaches that mutated from those originally sent to the planet. The Annex I team, consisting of a hundred men and women genetically enhanced with characteristics of powerful organisms from earth, has been sent to Mars on a mission to find the cause of the Alien Engine Virus and to help cure humanity—signalling the start of the crew's fight for survival. [Written by MAL Rewrite]",Terra Formars,Terraformars,TV
22729,2014-07-06,2014-09-21,23 min ,12,"['Action', 'Military', 'Sci-Fi', 'Mecha']",268,Summer 2014,1682,R - 17+ (violence & profanity),7.46,228700,Original,Finished Airing,"[{'mal_id': 56, 'name': 'A-1 Pictures'}, {'mal_id': 1103, 'name': 'TROYCA'}]","The discovery of a hypergate on the Moon once allowed the human race to teleport to Mars. Those who chose to settle there unearthed a technology far more advanced than that of their home planet, which they named ""Aldnoah."" This discovery led to the founding of the Vers Empire of Mars and a declaration of war against the ""Terrans,"" those who stayed behind on Earth. However, a battle on the moon—later called ""Heaven's Fall""—caused the hypergate to explode, destroying the moon and leading the two planets to establish an uneasy ceasefire. Their peace was a fragile one, however. Fifteen years later, high school student Inaho Kaizuka witnesses the plotted assassination of the Vers Empire's Princess Asseylum Vers Allusia, who had come to Earth in hopes of repairing the relationship between the empire and its homeland. The ceasefire is shattered, and the Martians declare war on the Terrans once again. In the face of this insurmountable enemy, Inaho and his friends must now fight against the Vers Empire to settle the war once and for all. [Written by MAL Rewrite]",Aldnoah.Zero,Aldnoah.Zero,TV
22777,2014-04-06,2015-06-28,23 min ,61,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",1157,Spring 2014,939,PG-13 - Teens 13 or older,7.73,61154,Manga,Finished Airing,"[{'mal_id': 18, 'name': 'Toei Animation'}]",Remastered version of the Majin Buu saga that adheres more to the manga's story.,Dragon Ball Kai (2014),Dragon Ball Z Kai: The Final Chapters,TV
22789,2014-07-06,2014-09-28,22 min ,12,"['Comedy', 'Slice of Life']",215,Summer 2014,130,PG-13 - Teens 13 or older,8.42,243385,Web manga,Finished Airing,"[{'mal_id': 290, 'name': 'Kinema Citrus'}]","Seishuu Handa is an up-and-coming calligrapher: young, handsome, talented, and unfortunately, a narcissist to boot. When a veteran labels his award-winning piece as ""unoriginal,"" Seishuu quickly loses his cool with severe repercussions. As punishment, and also in order to aid him in self-reflection, Seishuu's father exiles him to the Goto Islands, far from the comfortable Tokyo lifestyle the temperamental artist is used to. Now thrown into a rural setting, Seishuu must attempt to find new inspiration and develop his own unique art style—that is, if boisterous children (headed by the frisky Naru Kotoishi), fujoshi middle schoolers, and energetic old men stop barging into his house! The newest addition to the intimate and quirky Goto community only wants to get some work done, but the islands are far from the peaceful countryside he signed up for. Thanks to his wacky neighbors who are entirely incapable of minding their own business, the arrogant calligrapher learns so much more than he ever hoped to. [Written by MAL Rewrite]",Barakamon,Barakamon,TV
228,2005-10-05,2006-04-05,25 min ,26,"['Mystery', 'Horror', 'Psychological', 'Supernatural']",449,Fall 2005,1122,R - 17+ (violence & profanity),7.66,100240,Original,Finished Airing,"[{'mal_id': 37, 'name': 'Studio Deen'}]","Have you heard of Hell Correspondence? Those with a powerful grudge may only access this mysterious website at midnight, allowing them to enter anyone's name and have that person be ferried straight to hell. Ai Enma, the Hell Girl, will not judge whether or not the chosen target deserves punishment; she will merely exact revenge on them for you. Not much is known about this young girl other than that she swiftly carries out her tasks with the help of three straw dolls. There is just one catch, however—as payment for carrying out such a request, the user must condemn themselves to an afterlife in hell. [Written by MAL Rewrite]",Jigoku Shoujo,Hell Girl,TV
2281,1998-10-01,1999-06-24,25 min ,39,"['Adventure', 'Comedy', 'Fantasy', 'Mystery', 'Sci-Fi', 'Shounen']",5212,Fall 1998,6607,PG - Children,6.32,3661,Original,Finished Airing,"[{'mal_id': 86, 'name': 'Group TAC'}]","It is the 25th century. The dark lord has 'infected' history with time-devices that could damage history beyond repair. Flint and his father lived in the prehistorics when they got turned into fossiles. They are discovered and Flint ges turned back to his original state. With the help of his father, a boy Tony and a girl Sara he has to travel trough time to bring the time-devices back to the land of time so history will be saved. (Source: ANN)",Jikuu Tantei Genshi-kun,Flint the Time Detective,TV
22817,2014-04-05,2014-09-27,24 min ,25,"['Mystery', 'Shounen']",4074,Spring 2014,1517,R - 17+ (violence & profanity),7.52,5005,Manga,Finished Airing,"[{'mal_id': 18, 'name': 'Toei Animation'}]","High school student Hajime Kindaichi is the supposed grandson of famous private detective Kosuke Kindaichi. Visiting Hong Kong for a fashion event with Kindaichi, our hero's girlfriend Miyuki is captured by a stranger in a case of mistaken identity. The journey to save Miyuki itself leads to yet another crime case... (Source: YTV)",Kindaichi Shounen no Jikenbo Returns,The File of Young Kindaichi Returns,TV
2282,1997-04-01,1997-05-09,24 min ,26,['Historical'],10071,Spring 1997,5722,PG - Children,6.51,171,Unknown,Finished Airing,"[{'mal_id': 200, 'name': 'Tezuka Productions'}]","Through the Italian National Broadcasting Network, Tezuka Osamu received an ardent request from the Vatican to make the Bible into animated form. This request was probably made to see how the Bible would be depicted by the non-Christian Tezuka Osamu. Tezuka Osamu accepted the request and spent an entire two years to complete a pilot film. It was about the mythology of Noah's ark, with the enthusiastic Tezuka Osamu not only writing the scenario but also drawing pictures by himself. During production, however, he unfortunately passed away, so Director Dezaki took over the film and completed it. (Source: official homepage) Note: While the series was in production during a period of several years in the late 1980s and early 1990s, it was not aired in Japan until 1997, on the satellite channel WOWOW. It was most likely broadcasted in Italy in 1992. (Source: AniDB)",Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,In The Beginning: The Bible Stories,TV
22831,2014-04-06,2014-09-28,22 min ,23,"['Sports', 'Seinen']",5185,Spring 2014,7512,PG-13 - Teens 13 or older,6.11,2837,Manga,Finished Airing,"[{'mal_id': 18, 'name': 'Toei Animation'}]","Matsutarou Sakaguchi is a giant roughneck man with strength far beyond ordinary people. He never uttered words like ""work hard,"" ""strive,"" and ""dream"" like the typical shounen manga protagonist. However, he is stronger than anyone and peerless in sumo wrestling. His greatest weakness is his own carefree personality. He grows into a full-fledged sumo wrestler. (Source: ANN)",Abarenbou Rikishi!! Matsutarou,Rowdy Sumo Wrestler Matsutaro!!,TV
2284,2000-04-05,2000-12-27,23 min ,39,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",6968,Spring 2000,5547,PG - Children,6.55,1886,Unknown,Finished Airing,"[{'mal_id': 36, 'name': 'Gallop'}]","The evil Gigatron has led his forces of Destrongers to Earth, where they seek to pillage the planet for its vast energy resources in order to fuel their war against the Autobots. If successful, the Destrongers will finally be able to tip the scale of power in the war to their favor, eliminating the Autobots and moving on to conquer the universe. To this end, the Destrongers kidnap the scientist Dr. Ohnishi, Earth's leading scientist on energy and natural resources. Dr. Oonishi's son, Koji, is contacted by none other than Fire Convoy, who takes the boy on a mission to rescue his father. Although Fire Convoy and the other Autobots fight valiantly, they are unable to rescue the doctor from the Destrongers. Now it is up to the Autobots and Koji to rescue Dr. Oonishi and protect the Earth and its resources from Gigatron and his army.",Transformers: Car Robots,Transformers: Robots in Disguise,TV
22865,2014-07-12,2014-09-27,23 min ,12,"['Harem', 'Comedy', 'Supernatural', 'School']",952,Summer 2014,2700,PG-13 - Teens 13 or older,7.21,65905,Light novel,Finished Airing,"[{'mal_id': 300, 'name': 'Silver Link.'}]","After Koutarou Satomi's father is suddenly relocated for his job, the first-year high school student is faced with finding a cheap place to live by himself. Naturally, he jumps at the chance to move into Corona House's Room 106 for a mere five thousand yen a month. But while everything goes well at first, Koutarou soon gets a lot more than he bargained for after stumbling upon a mysterious cave while working his part-time job. The following night, Koutarou is visited by various seemingly mythical figures, all of whom claim ownership of the poor student's apartment. Among the invaders are Sanae Higashihongan, a ghost supposedly haunting the room, magical girl Yurika, alien princess Theiamillis Gre Fortorthe, and Kiriha Kurano, a direct descendant of the Earth People. But more importantly, each of these four girls needs Koutarou's apartment for her own reasons and won’t back down without a fight! Rokujouma no Shinryakusha!? is a comedic battle royale over a six-tatami mat apartment involving supernatural beings, romantic high school hijinks, and a deceptively cordial landlady. [Written by MAL Rewrite]",Rokujouma no Shinryakusha!? (TV),Invaders of the Rokujyoma!?,TV
2287,2001-12-11,2002-06-25,25 min ,26,"['Game', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",6821,Winter 2002,7535,G - All Ages,6.11,1513,Manga,Finished Airing,"[{'mal_id': 86, 'name': 'Group TAC'}]","An 11-year old boy named Zen bands together with his younger sister, Karen, and a young boy who has a large appetite, Pitan, to battle an evil empire by using their ""Foodons""; strange monsters that are created from various foods. (Source: ANN)",Kakutou Ryouri Densetsu Bistro Recipe,Fighting Foodons,TV
229,2004-07-10,2004-09-25,24 min ,12,"['Comedy', 'Parody', 'Martial Arts']",2836,Summer 2004,3838,R - 17+ (violence & profanity),6.93,13451,Manga,Finished Airing,"[{'mal_id': 43, 'name': 'ufotable'}]","Kaede is a normal school girl who was studying for her exams for school when suddenly she is interrupted by Shinobu, a girl who is a ninja-in-training, attempting to complete her exam. The problem is, in order for her to successfully complete her exam, she must steal one of Kaede's panties! In Kaede's attempt to stop Shinobu from stealing her panties, an unexpected friendship is forged between the two. Kaede soon becomes engrossed in Shinobu's world, surrounded by partying ninjas and a yellow pac-man like thing by the name of Onsokumaru, who claims to be the master of all ninjas! [Written by MAL Rewrite]",Ninin ga Shinobuden,Ninja Nonsense,TV
22955,2014-07-07,2014-12-15,11 min ,24,"['Fantasy', 'Comedy']",5004,Summer 2014,9375,PG-13 - Teens 13 or older,5.49,1201,Original,Finished Airing,"[{'mal_id': 94, 'name': 'Telecom Animation Film'}]","TV anime adaptation based on the undead idol character Francesca to promote Hokkaido, Japan. (Source: MAL News)",Francesca,Hungry Zombie Francesca,TV
230,2003-04-02,2003-10-01,24 min ,27,"['Action', 'Comedy', 'Martial Arts', 'Seinen']",2742,Spring 2003,3449,R - 17+ (violence & profanity),7.03,12221,Manga,Finished Airing,"[{'mal_id': 18, 'name': 'Toei Animation'}]","A former gymnast, Aikawa Maki has turned her skills to a different way of life—street fighting. The only thing that truly makes her feel alive is violence. With amazing power and grace, she fights opponent after opponent, repeatedly demonstrating the gymnastic talent that earns her her nom de guerre, ""Airmaster.""",Air Master,Air Master,TV
23037,2014-07-02,2014-09-17,23 min ,12,"['Action', 'Music', 'Comedy', 'Historical', 'Shoujo']",3095,Summer 2014,7746,PG-13 - Teens 13 or older,6.06,8160,Game,Finished Airing,"[{'mal_id': 37, 'name': 'Studio Deen'}]","Ryouma Sakamoto wants everyone to know about his passion for rock 'n' roll, so he roams around town with his electric guitar willing to show anyone he encounters that he's just as skilled as the famous Shinsengumi stars they admire. Unfortunately, Japan doesn't allow anything other than that group's Heaven's Songs, for writing or performing different types of music is forbidden and can lead to harsh consequences. Agitated by these strict rules and brainwashing, Ryouma does everything he can to show people that the music he loves will bring them the freedom they deserve. Along with his bandmates Shinsaku Takasugi and Kogoru Katsura, Ryouma works hard to find places for his rock 'n' roll group to perform. Refusing to back down until their music is accepted in Japan, the trio begin to realize that there's more to their passion than they had thought. [Written by MAL Rewrite]",Bakumatsu Rock,Samurai Jam -Bakumatsu Rock-,TV
23067,2014-04-05,2015-03-28,24 min ,52,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Super Power', 'Kids', 'Mecha', 'Shounen']",7637,Spring 2014,5836,G - All Ages,6.48,929,Original,Finished Airing,"[{'mal_id': 4, 'name': 'Bones'}]","Eons ago, a cube–like peaceful planet named Quarton, populated by shape–shifting living bricks called Tenkai, was ravaged by a war between two opposite factions: the Corekai and the Corrupted led by the ruthless warlord Vilius who desired to obtain the source of Tenkai Energy for his own purposes. However, the only ones who were strong enough to defeat him were the Tenkai Knights: Bravenwolf, Tributon, Valorn and Lydendor. Facing defeat, Vilius unleashed the mighty Tenkai Dragon, who was later defeated by the four Knights and its fragments were scattered across the planet. These heroes were never seen again, but the Corrupted have returned more powerful than ever. Now on planet Earth in the year 2034, four teenage humans named Guren, Ceylan, Toxsa, and Chooki find an interdimensional portal to Quarton where they are chosen by the Guardians to become the new generation of Tenkai Knights and prevent Vilius to take control of both worlds. (Source: Wikipedia)",Tenkai Knights,Tenkai Knights,TV
23079,2014-07-03,2014-09-25,23 min ,13,"['Romance', 'Slice of Life', 'Supernatural']",963,Summer 2014,9445,PG-13 - Teens 13 or older,5.46,65110,Original,Finished Airing,"[{'mal_id': 132, 'name': 'P.A. Works'}]","What if you hold the power to hear the voices or see fragments of images from the future? Would that be a good thing or a bad thing? Glasslip follows the life of Touko Fukami, an aspiring glass artist born from a glass artisan family. She enjoys her worry-free life in Fukui, save for the fragments of images that she sees on occasion. On her 18th summer, she meets the transfer student Kakeru Okikura at her school, and then again at her favorite café called Kazemichi together with all four of her friends. The voices from the future lead Kakeru to Touko, and his arrival disrupts her mediocre existence. All six of the friends must face their most unforgettable summer full of hope, affection, and heartache.",Glasslip,Glasslip,TV
231,2002-07-04,2002-12-26,12 min ,26,"['Action', 'Comedy', 'Supernatural', 'Fantasy', 'Seinen']",5616,Summer 2002,7227,PG - Children,6.18,1888,Manga,Finished Airing,"[{'mal_id': 462, 'name': 'Chaos Project'}, {'mal_id': 721, 'name': 'GANSIS'}]","Since childhood, Tadahiro Amatsu has two different-colored eyes - one brown and one light hazel. But because of a dark secret behind his left eye, he's become a target for the masked sorcerer Ayatara Miramune and his band of demons. To combat the demons appearing all over town, Yuzu Hieda, a priestess in training, recruits four other girls from her high school. Under the supervision of Yuzu's elder sister Kurako, the five young priestesses must undergo months of training to master their abilities. (Source: ANN)",Asagiri no Miko,Shrine of the Morning Mist,TV
23121,2014-07-06,2014-09-28,24 min ,13,"['Comedy', 'School', 'Slice of Life']",1918,Summer 2014,5754,PG-13 - Teens 13 or older,6.5,19947,Light novel,Finished Airing,"[{'mal_id': 91, 'name': 'feel.'}]","Yuuki Akamatsu lives a normal high school life... that is until his cousin, Ayaka Nikaidou, convinces him to join the Journalism Club as a life consultant! His new job is to manage the advice column for the school's weekly newspaper to help him become more social. Soon, Yuuki is joined by three girls: the smart and shy Rino Endou, the athletic and outgoing Ikumi Suzuki, and the cultured and sweet Fumi Kujou. Together, they solve the personal problems of those who anonymously ask for advice. Although each of the new life consultants has their own unique perspective, they are able to reach solutions together by holding debates and social experiments throughout the week. However, as time goes on, the four slowly come to realize that they have not only been guiding other students through their troubles, but also working through problems of their own as well. [Written by MAL Rewrite]",Jinsei,JINSEI -Life Consulting-,TV
23199,2015-01-10,2015-03-28,24 min ,12,"['Action', 'Mystery', 'Supernatural']",320,Winter 2015,473,R - 17+ (violence & profanity),8.04,185940,Light novel,Finished Airing,"[{'mal_id': 1119, 'name': 'Shuka'}]","Although peace has finally returned to Ikebukuro, many of the odd occurrences have become common sights around the city. One such case is the police's constant pursuit of Celty Sturluson, the Headless Rider. Moreover, someone has placed a large bounty on her, igniting the motivation of gang members all over to begin searching for the supernatural creature as well. Meanwhile, Mikado Ryuugamine is approached by Aoba Kuronuma, a mysterious underclassman with unknown intentions, who reveals that he knows Mikado's true identity. But Ikebukuro's state of tranquility is short-lived, as a new threat appears in the form of a murderer who goes by the pseudonym ""Hollywood,"" known for wearing a different mask each time they commit a crime. As the various events taking place prove to be connected yet again, Ikebukuro is thrown into another conflict that threatens to engulf the entire city in chaos. [Written by MAL Rewrite]",Durarara!!x2 Shou,Durarara!! x2 Shou,TV
232,1998-04-07,2000-03-21,25 min ,70,"['Adventure', 'Comedy', 'Drama', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",365,Spring 1998,335,PG - Children,8.16,153730,Manga,Finished Airing,"[{'mal_id': 11, 'name': 'Madhouse'}]","Sakura Kinomoto is your garden-variety ten-year-old fourth grader, until one day, she stumbles upon a mysterious book containing a set of cards. Unfortunately, she has little time to divine what the cards mean because she accidentally stirs up a magical gust of wind and unintentionally scatters the cards all over the world. Suddenly awakened from the book, the Beast of the Seal, Keroberos (nicknamed Kero-chan), tells Sakura that she has released the mystical Clow Cards created by the sorcerer Clow Reed. The Cards are no ordinary playthings. Each of them possesses incredible powers, and because they like acting independently, Clow sealed all the Cards within a book. Now that the Cards are set free, they pose a grave danger upon the world, and it is up to Sakura to prevent the Cards from causing a catastrophe! Appointing Sakura the title of ""the Cardcaptor"" and granting her the Sealed Key, Keroberos tasks her with finding and recapturing all the Cards. Alongside her best friend Tomoyo Daidouji, and with Kero-chan's guidance, Sakura must learn to balance her new secret duty with the everyday troubles of a young girl involving love, family, and school, all while she takes flight on her magical adventures as Sakura the Cardcaptor. [Written by MAL Rewrite]",Cardcaptor Sakura,Cardcaptor Sakura,TV
23201,2014-07-06,2014-09-28,24 min ,12,"['Action', 'Super Power', 'Martial Arts', 'Samurai', 'Historical']",3269,Summer 2014,4036,PG-13 - Teens 13 or older,6.88,8495,Game,Finished Airing,"[{'mal_id': 94, 'name': 'Telecom Animation Film'}]","Based on CAPCOM's 2010 game Sengoku Basara 3 (Sengoku Basara: Samurai Heroes), Sengoku Basara: Judge End will depict the epic Battle of Sekigahara. (Source: ANN)",Sengoku Basara: Judge End,Sengoku BASARA: End of Judgement,TV
23209,2014-10-05,2014-12-28,24 min ,13,"['Drama', 'Fantasy', 'School', 'Slice of Life']",1521,Fall 2014,4494,PG-13 - Teens 13 or older,6.77,26149,Original,Finished Airing,"[{'mal_id': 1127, 'name': 'Studio 3Hz'}]","A group of friends—Nonoka Komiya, Koharu Shiihara, Shione Togawa, and twins Yuzuki and Souta Mizusaka—once attempted to summon a flying saucer to grant their wishes. After thinking that they failed, they called it a day. However, soon afterward, Nonoka abruptly moved out of Kiriya City, breaking the bond of their circle. Little did the group know, they were successful and the saucer has been floating in the sky since then, waiting to fulfill its purpose. Seven years later, Nonoka returns to Kiriya, all but forgetting everything regarding her life there. She meets Noel, a little girl wearing strange clothes, and through her, Nonoka begins to remember the past and the friends she left behind. From there, she strives to reforge her severed relationship with the others as she uncovers the mysteries connecting Noel, the saucer, and the wishes they once cherished together. [Written by MAL Rewrite]",Sora no Method,Celestial Method,TV
23213,2014-04-04,2014-07-04,3 min ,13,"['Comedy', 'Josei', 'Slice of Life']",5792,Spring 2014,8167,PG-13 - Teens 13 or older,5.94,2122,Manga,Finished Airing,"[{'mal_id': 276, 'name': 'DLE'}]","This is the anime adaptation of Kantoku Fuyuki Todoki (Insufficient Direction), the first essay manga by the ""queen of the manga world,"" Moyoco Anno. The comedic and heartwarming autobiographical story follows her everyday married ""otaku lifestyle"" with Hideaki Anno, ""the founder of the otaku cult."" (Source: ANN)",Kantoku Fuyuki Todoki,Insufficient Direction,TV
23251,2014-10-06,2014-12-22,24 min ,12,"['Comedy', 'Shounen', 'Supernatural']",921,Fall 2014,1297,PG-13 - Teens 13 or older,7.59,62815,4-koma manga,Finished Airing,"[{'mal_id': 73, 'name': 'TMS Entertainment'}]","Kohina Ichimatsu, the self-proclaimed doll, called out the fox ghost Kokkuri-san with a suspicious incantation! But it was a story of the past where Kokkuri-san was able to answer any question you had. Nowadays, it relies on a certain search engine, but is actually bad at anything digital. He was going to possess Kohina, but got worried about her living all alone and devotes himself to do chores as if he was her mother. On top of that, the dog ghost Inugami who is infatuated with Kohina and the old good-for-nothing supernatural raccoon dog Shigaraki decide to root themselves with her as well! (Source: Crunchyroll)",Gugure! Kokkuri-san,GUGURE! KOKKURI-SAN,TV
23259,2014-10-03,2015-03-27,24 min ,26,"['Action', 'Mecha', 'Sci-Fi', 'Space']",3173,Fall 2014,8686,PG-13 - Teens 13 or older,5.76,8258,Original,Finished Airing,"[{'mal_id': 14, 'name': 'Sunrise'}]","In the year Regild Century 1014, an entire millennium has passed since the end of the fabled Universal Century, where legends like Amuro Ray and Char Aznable ruled the battlefield as ace mobile suit pilots. The Earth's surface that was once hotly contested is now mostly abandoned, with humanity preferring to live in space colonies and the surface of the moon. Capital Guard Academy student Bellri Zenam lives a peaceful academic life, but his normal days are brought to an end with the capture of pirate pilot Aida Surugan and her mobile suit G-Self. Bellri feels a strong mental connection with the G-Self and discovers that he is able to pilot it. He soon finds himself in contention with the ""Capital Guard,"" a radical faction that follows its own secret agenda despite the wishes of the Amerian Army, who still hold power on Earth. Joining the crew of the Amerian spaceship Megafauna, Bellri and Aida must pilot the G-Self to victory against the Capital Guard and its leaders, the charismatic Colonel Kunpa Rushita and the enigmatic Captain Mask. [Written by MAL Rewrite]",Gundam: G no Reconguista,Gundam Reconguista in G,TV
23269,2015-04-06,2015-06-22,23 min ,12,"['Slice of Life', 'Comedy', 'School', 'Seinen']",1806,Spring 2015,1458,PG-13 - Teens 13 or older,7.54,29448,4-koma manga,Finished Airing,"[{'mal_id': 418, 'name': 'Studio Gokumi'}]","Although learning different languages continues to be an interest for Shinobu and her friends, the new school year brings unexpected difficulties. Not only is there always something new and different to distract them from their studies, but Alice and Yoko also are having trouble adjusting to being in a different class from Shinobu and Aya. Meanwhile, Karen isn't getting along at all with her new homeroom teacher, and it doesn't help that the teacher is having trouble figuring out how to make herself seem friendlier to her students as well. Craziness may ensue, but sometimes, all it takes is the right mutual experience to bring everyone together. While some of those experiences may not be as well-thought-out as others (like when Alice and Aya act like juvenile delinquents to seem more grown up), the gang's new adventures are certain to warm everyone's heart as the fun and friendships keep growing in HELLO!! KINMOZA! (Source: Sentai Filmworks)",Hello!! Kiniro Mosaic,Hello!! KINMOZA!,TV
23273,2014-10-10,2015-03-20,22 min ,22,"['Drama', 'Music', 'Romance', 'School', 'Shounen']",24,Fall 2014,30,PG-13 - Teens 13 or older,8.78,724921,Manga,Finished Airing,"[{'mal_id': 56, 'name': 'A-1 Pictures'}]","Music accompanies the path of the human metronome, the prodigious pianist Kousei Arima. But after the passing of his mother, Saki Arima, Kousei falls into a downward spiral, rendering him unable to hear the sound of his own piano. Two years later, Kousei still avoids the piano, leaving behind his admirers and rivals, and lives a colorless life alongside his friends Tsubaki Sawabe and Ryouta Watari. However, everything changes when he meets a beautiful violinist, Kaori Miyazono, who stirs up his world and sets him on a journey to face music again. Based on the manga series of the same name, Shigatsu wa Kimi no Uso approaches the story of Kousei's recovery as he discovers that music is more than playing each note perfectly, and a single melody can bring in the fresh spring air of April. [Written by MAL Rewrite]",Shigatsu wa Kimi no Uso,Your Lie in April,TV
